Brand,Series,Model,Model Number,RAM (GB),Storage (GB),Variant,4G/5G,Launch Year,Current India Price (₹),Price Status,Price Checked,Price Source,Price Basis
ASUS,ASUS,ROG Phone 9,AI2401,12.0,256.0,12GB RAM / 256GB,5G,2024,79999.0,Model-level current/market reference,25-Sep-2026,India price-list cross-check,Model-level price; verify RAM/storage variant
Xiaomi,Redmi Note,Redmi Note 16 Pro 5G,,8.0,128.0,8GB RAM / 128GB,5G,2025,29999.0,Model-level current/market reference,25-Sep-2026,India price-list cross-check,Model-level price; verify RAM/storage variant
Xiaomi,Redmi Note,Redmi Note 16 Pro 5G,,8.0,256.0,8GB RAM / 256GB,5G,2025,29999.0,Model-level current/market reference,25-Sep-2026,India price-list cross-check,Model-level price; verify RAM/storage variant
Xiaomi,Redmi Note,Redmi Note 16 Pro 5G,,12.0,256.0,12GB RAM / 256GB,5G,2025,29999.0,Model-level current/market reference,25-Sep-2026,India price-list cross-check,Model-level price; verify RAM/storage variant
Xiaomi,Redmi Note,Redmi Note 16 Pro+ 5G,,8.0,256.0,8GB RAM / 256GB,5G,2025,36999.0,Model-level current/market reference,25-Sep-2026,India price-list cross-check,Model-level price; verify RAM/storage variant
Xiaomi,Redmi Note,Redmi Note 16 Pro+ 5G,,12.0,256.0,12GB RAM / 256GB,5G,2025,36999.0,Model-level current/market reference,25-Sep-2026,India price-list cross-check,Model-level price; verify RAM/storage variant
Xiaomi,Redmi Note,Redmi Note 16 Pro+ 5G,,12.0,512.0,12GB RAM / 512GB,5G,2025,36999.0,Model-level current/market reference,25-Sep-2026,India price-list cross-check,Model-level price; verify RAM/storage variant
Xiaomi,Redmi Note,Redmi Note 17 5G,,6.0,128.0,6GB RAM / 128GB,5G,2026,27999.0,Model-level current/market reference,25-Sep-2026,India price-list cross-check,Model-level price; verify RAM/storage variant
Xiaomi,Redmi Note,Redmi Note 17 5G,,8.0,256.0,8GB RAM / 256GB,5G,2026,27999.0,Model-level current/market reference,25-Sep-2026,India price-list cross-check,Model-level price; verify RAM/storage variant
Xiaomi,Redmi Note,Redmi Note 17 Pro 5G,,8.0,128.0,8GB RAM / 128GB,5G,2026,36999.0,Verified current listing,25-Sep-2026,Smartprix India price list / model page,Model-level price; verify RAM/storage variant
Xiaomi,Redmi Note,Redmi Note 17 Pro 5G,,8.0,256.0,8GB RAM / 256GB,5G,2026,36999.0,Verified current listing,25-Sep-2026,Smartprix India price list / model page,Model-level price; verify RAM/storage variant
Xiaomi,Redmi Note,Redmi Note 17 Pro 5G,,12.0,256.0,12GB RAM / 256GB,5G,2026,36999.0,Verified current listing,25-Sep-2026,Smartprix India price list / model page,Model-level price; verify RAM/storage variant
Xiaomi,Xiaomi,Xiaomi 15,24129PN74I,12.0,512.0,12GB RAM / 512GB,5G,2025,69990.0,Model-level current/market reference,25-Sep-2026,India price-list cross-check,Model-level price; verify RAM/storage variant
Xiaomi,Xiaomi,Xiaomi 15 Ultra,25010PN30I,16.0,512.0,16GB RAM / 512GB,5G,2025,89990.0,Model-level current/market reference,25-Sep-2026,India price-list cross-check,Model-level price; verify RAM/storage variant
Xiaomi,Xiaomi,Xiaomi 15 Ultra,25010PN30I,16.0,1024.0,16GB RAM / 1024GB,5G,2025,89990.0,Model-level current/market reference,25-Sep-2026,India price-list cross-check,Model-level price; verify RAM/storage variant
Xiaomi,Xiaomi,Xiaomi 18,,12.0,256.0,12GB RAM / 256GB,5G,2026,79999.0,Model-level current/market reference,25-Sep-2026,India price-list cross-check,Model-level price; verify RAM/storage variant
Xiaomi,Xiaomi,Xiaomi 18,,16.0,512.0,16GB RAM / 512GB,5G,2026,79999.0,Model-level current/market reference,25-Sep-2026,India price-list cross-check,Model-level price; verify RAM/storage variant
Xiaomi,Xiaomi,Xiaomi 18 Fold,,12.0,512.0,12GB RAM / 512GB,5G,2026,129999.0,Model-level current/market reference,25-Sep-2026,India price-list cross-check,Model-level price; verify RAM/storage variant
Xiaomi,Xiaomi,Xiaomi 18 Fold,,16.0,1024.0,16GB RAM / 1024GB,5G,2026,129999.0,Model-level current/market reference,25-Sep-2026,India price-list cross-check,Model-level price; verify RAM/storage variant
Xiaomi,Xiaomi,Xiaomi 18 Pro,,12.0,256.0,12GB RAM / 256GB,5G,2026,85990.0,Verified current listing,25-Sep-2026,Smartprix India price list / model page,Model-level price; verify RAM/storage variant
Xiaomi,Xiaomi,Xiaomi 18 Pro,,16.0,512.0,16GB RAM / 512GB,5G,2026,85990.0,Verified current listing,25-Sep-2026,Smartprix India price list / model page,Model-level price; verify RAM/storage variant
Xiaomi,Xiaomi,Xiaomi 18 Pro,,16.0,1024.0,16GB RAM / 1024GB,5G,2026,85990.0,Verified current listing,25-Sep-2026,Smartprix India price list / model page,Model-level price; verify RAM/storage variant
ZTE,ZTE,ZTE Nubia Focus Pro 5G,Z2353N,8.0,256.0,8GB RAM / 256GB,5G,2024,20990.0,Model-level current/market reference,25-Sep-2026,India price-list cross-check,Model-level price; verify RAM/storage variant
ZTE,ZTE,ZTE Nubia Focus Pro 5G,Z2353N,12.0,256.0,12GB RAM / 256GB,5G,2024,20990.0,Model-level current/market reference,25-Sep-2026,India price-list cross-check,Model-level price; verify RAM/storage variant
iQOO,iQOO,iQOO 13,I2406,12.0,256.0,12GB RAM / 256GB,5G,2024,54999.0,Model-level current/market reference,25-Sep-2026,India price-list cross-check,Model-level price; verify RAM/storage variant
iQOO,iQOO,iQOO 13,I2406,16.0,512.0,16GB RAM / 512GB,5G,2024,54999.0,Model-level current/market reference,25-Sep-2026,India price-list cross-check,Model-level price; verify RAM/storage variant
iQOO,iQOO,iQOO 16,,12.0,256.0,12GB RAM / 256GB,5G,2026,89999.0,Verified current listing,25-Sep-2026,Smartprix India price list / model page,Model-level price; verify RAM/storage variant
iQOO,iQOO,iQOO 16,,16.0,512.0,16GB RAM / 512GB,5G,2026,89999.0,Verified current listing,25-Sep-2026,Smartprix India price list / model page,Model-level price; verify RAM/storage variant
iQOO,iQOO,iQOO 16,,16.0,1024.0,16GB RAM / 1024GB,5G,2026,89999.0,Verified current listing,25-Sep-2026,Smartprix India price list / model page,Model-level price; verify RAM/storage variant
iQOO,iQOO,iQOO 16 Pro,,12.0,256.0,12GB RAM / 256GB,5G,2026,89999.0,Model-level current/market reference,25-Sep-2026,India price-list cross-check,Model-level price; verify RAM/storage variant
iQOO,iQOO,iQOO 16 Pro,,16.0,512.0,16GB RAM / 512GB,5G,2026,89999.0,Model-level current/market reference,25-Sep-2026,India price-list cross-check,Model-level price; verify RAM/storage variant
iQOO,iQOO Neo,iQOO Neo 10,I2404,8.0,128.0,8GB RAM / 128GB,5G,2024,32990.0,Model-level current/market reference,25-Sep-2026,India price-list cross-check,Model-level price; verify RAM/storage variant
iQOO,iQOO Neo,iQOO Neo 10,I2404,12.0,256.0,12GB RAM / 256GB,5G,2024,32990.0,Model-level current/market reference,25-Sep-2026,India price-list cross-check,Model-level price; verify RAM/storage variant
iQOO,iQOO Neo,iQOO Neo 10,I2404,16.0,512.0,16GB RAM / 512GB,5G,2024,32990.0,Model-level current/market reference,25-Sep-2026,India price-list cross-check,Model-level price; verify RAM/storage variant
iQOO,iQOO Neo,iQOO Neo 11 Ultra,,12.0,256.0,12GB RAM / 256GB,5G,2026,49999.0,Model-level current/market reference,25-Sep-2026,India price-list cross-check,Model-level price; verify RAM/storage variant
iQOO,iQOO Neo,iQOO Neo 11 Ultra,,16.0,512.0,16GB RAM / 512GB,5G,2026,49999.0,Model-level current/market reference,25-Sep-2026,India price-list cross-check,Model-level price; verify RAM/storage variant
iQOO,iQOO Z,iQOO Z10,I2407,8.0,128.0,8GB RAM / 128GB,5G,2025,20255.0,Model-level current/market reference,25-Sep-2026,India price-list cross-check,Model-level price; verify RAM/storage variant
iQOO,iQOO Z,iQOO Z10,I2407,8.0,256.0,8GB RAM / 256GB,5G,2025,20255.0,Model-level current/market reference,25-Sep-2026,India price-list cross-check,Model-level price; verify RAM/storage variant
iQOO,iQOO Z,iQOO Z10,I2407,12.0,256.0,12GB RAM / 256GB,5G,2025,20255.0,Model-level current/market reference,25-Sep-2026,India price-list cross-check,Model-level price; verify RAM/storage variant
iQOO,iQOO Z,iQOO Z10 Lite,I2405,4.0,128.0,4GB RAM / 128GB,5G,2025,12499.0,Model-level current/market reference,25-Sep-2026,India price-list cross-check,Model-level price; verify RAM/storage variant
iQOO,iQOO Z,iQOO Z10 Lite,I2405,6.0,128.0,6GB RAM / 128GB,5G,2025,12499.0,Model-level current/market reference,25-Sep-2026,India price-list cross-check,Model-level price; verify RAM/storage variant
iQOO,iQOO Z,iQOO Z10 Lite,I2405,8.0,256.0,8GB RAM / 256GB,5G,2025,12499.0,Model-level current/market reference,25-Sep-2026,India price-list cross-check,Model-level price; verify RAM/storage variant
iQOO,iQOO Z,iQOO Z10R,I2402,8.0,128.0,8GB RAM / 128GB,5G,2025,19970.0,Model-level current/market reference,25-Sep-2026,India price-list cross-check,Model-level price; verify RAM/storage variant
iQOO,iQOO Z,iQOO Z10R,I2402,12.0,256.0,12GB RAM / 256GB,5G,2025,19970.0,Model-level current/market reference,25-Sep-2026,India price-list cross-check,Model-level price; verify RAM/storage variant
iQOO,iQOO Z,iQOO Z10x,I2404,6.0,128.0,6GB RAM / 128GB,5G,2025,13999.0,Model-level current/market reference,25-Sep-2026,India price-list cross-check,Model-level price; verify RAM/storage variant
iQOO,iQOO Z,iQOO Z10x,I2404,8.0,128.0,8GB RAM / 128GB,5G,2025,13999.0,Model-level current/market reference,25-Sep-2026,India price-list cross-check,Model-level price; verify RAM/storage variant
iQOO,iQOO Z,iQOO Z10x,I2404,8.0,256.0,8GB RAM / 256GB,5G,2025,13999.0,Model-level current/market reference,25-Sep-2026,India price-list cross-check,Model-level price; verify RAM/storage variant
iQOO,iQOO Z,iQOO Z11 5G,,6.0,128.0,6GB RAM / 128GB,5G,2026,34999.0,Verified current listing,25-Sep-2026,Smartprix India price list / model page,Model-level price; verify RAM/storage variant
iQOO,iQOO Z,iQOO Z11 5G,,8.0,256.0,8GB RAM / 256GB,5G,2026,34999.0,Verified current listing,25-Sep-2026,Smartprix India price list / model page,Model-level price; verify RAM/storage variant
iQOO,iQOO Z,iQOO Z11xa 5G,,6.0,128.0,6GB RAM / 128GB,5G,2026,28999.0,Verified current listing,25-Sep-2026,Smartprix India price list / model page,Model-level price; verify RAM/storage variant
iQOO,iQOO Z,iQOO Z11xa 5G,,8.0,256.0,8GB RAM / 256GB,5G,2026,28999.0,Verified current listing,25-Sep-2026,Smartprix India price list / model page,Model-level price; verify RAM/storage variant
itel,itel,itel A300C 4G,,4.0,64.0,4GB RAM / 64GB,4G,2026,2499.0,Model-level current/market reference,25-Sep-2026,India price-list cross-check,Model-level price; verify RAM/storage variant
itel,itel,itel P55 5G,,4.0,64.0,4GB RAM / 64GB,5G,2024,9999.0,Model-level current/market reference,25-Sep-2026,India price-list cross-check,Model-level price; verify RAM/storage variant
itel,itel,itel P55 5G,,8.0,128.0,8GB RAM / 128GB,5G,2024,9999.0,Model-level current/market reference,25-Sep-2026,India price-list cross-check,Model-level price; verify RAM/storage variant
itel,itel,itel Zeno F30 5G,,4.0,64.0,4GB RAM / 64GB,5G,2026,8999.0,Model-level current/market reference,25-Sep-2026,India price-list cross-check,Model-level price; verify RAM/storage variant
itel,itel,itel Zeno F30 5G,,6.0,128.0,6GB RAM / 128GB,5G,2026,8999.0,Model-level current/market reference,25-Sep-2026,India price-list cross-check,Model-level price; verify RAM/storage variant
realme,realme,realme 15 5G,RMX5101,8.0,128.0,8GB RAM / 128GB,5G,2025,23999.0,Model-level current/market reference,25-Sep-2026,India price-list cross-check,Model-level price; verify RAM/storage variant
realme,realme,realme 15 5G,RMX5101,8.0,256.0,8GB RAM / 256GB,5G,2025,23999.0,Model-level current/market reference,25-Sep-2026,India price-list cross-check,Model-level price; verify RAM/storage variant
realme,realme,realme 15 Pro 5G,RMX5106,8.0,128.0,8GB RAM / 128GB,5G,2025,29999.0,Model-level current/market reference,25-Sep-2026,India price-list cross-check,Model-level price; verify RAM/storage variant
realme,realme,realme 15 Pro 5G,RMX5106,12.0,256.0,12GB RAM / 256GB,5G,2025,29999.0,Model-level current/market reference,25-Sep-2026,India price-list cross-check,Model-level price; verify RAM/storage variant
realme,realme,realme 15 Pro 5G,RMX5106,12.0,512.0,12GB RAM / 512GB,5G,2025,29999.0,Model-level current/market reference,25-Sep-2026,India price-list cross-check,Model-level price; verify RAM/storage variant
realme,realme,realme 16 5G,,8.0,128.0,8GB RAM / 128GB,5G,2026,33950.0,Model-level current/market reference,25-Sep-2026,India price-list cross-check,Model-level price; verify RAM/storage variant
realme,realme,realme 16 5G,,8.0,256.0,8GB RAM / 256GB,5G,2026,33950.0,Model-level current/market reference,25-Sep-2026,India price-list cross-check,Model-level price; verify RAM/storage variant
realme,realme,realme 16 Pro 5G,,8.0,128.0,8GB RAM / 128GB,5G,2026,31999.0,Model-level current/market reference,25-Sep-2026,India price-list cross-check,Model-level price; verify RAM/storage variant
realme,realme,realme 16 Pro 5G,,8.0,256.0,8GB RAM / 256GB,5G,2026,31999.0,Model-level current/market reference,25-Sep-2026,India price-list cross-check,Model-level price; verify RAM/storage variant
realme,realme,realme 16 Pro 5G,,12.0,256.0,12GB RAM / 256GB,5G,2026,31999.0,Model-level current/market reference,25-Sep-2026,India price-list cross-check,Model-level price; verify RAM/storage variant
realme,realme,realme 16 Pro+ 5G,,8.0,256.0,8GB RAM / 256GB,5G,2026,48999.0,Model-level current/market reference,25-Sep-2026,India price-list cross-check,Model-level price; verify RAM/storage variant
realme,realme,realme 16 Pro+ 5G,,12.0,256.0,12GB RAM / 256GB,5G,2026,48999.0,Model-level current/market reference,25-Sep-2026,India price-list cross-check,Model-level price; verify RAM/storage variant
realme,realme,realme 16 Pro+ 5G,,12.0,512.0,12GB RAM / 512GB,5G,2026,48999.0,Model-level current/market reference,25-Sep-2026,India price-list cross-check,Model-level price; verify RAM/storage variant
realme,realme,realme C100X,,4.0,64.0,4GB RAM / 64GB,4G,2026,15499.0,Model-level current/market reference,25-Sep-2026,India price-list cross-check,Model-level price; verify RAM/storage variant
realme,realme,realme C100X,,4.0,128.0,4GB RAM / 128GB,4G,2026,15499.0,Model-level current/market reference,25-Sep-2026,India price-list cross-check,Model-level price; verify RAM/storage variant
realme,realme,realme C100X,,6.0,128.0,6GB RAM / 128GB,4G,2026,15499.0,Model-level current/market reference,25-Sep-2026,India price-list cross-check,Model-level price; verify RAM/storage variant
realme,realme,realme P3 5G,RMX5070,6.0,128.0,6GB RAM / 128GB,5G,2025,15999.0,Verified current listing,25-Sep-2026,Smartprix India price list / model page,Model-level price; verify RAM/storage variant
realme,realme,realme P3 5G,RMX5070,8.0,128.0,8GB RAM / 128GB,5G,2025,15999.0,Verified current listing,25-Sep-2026,Smartprix India price list / model page,Model-level price; verify RAM/storage variant
realme,realme,realme P3 5G,RMX5070,8.0,256.0,8GB RAM / 256GB,5G,2025,15999.0,Verified current listing,25-Sep-2026,Smartprix India price list / model page,Model-level price; verify RAM/storage variant
realme,realme,realme P3 Pro 5G,RMX5030,8.0,128.0,8GB RAM / 128GB,5G,2025,23999.0,Model-level current/market reference,25-Sep-2026,India price-list cross-check,Model-level price; verify RAM/storage variant
realme,realme,realme P3 Pro 5G,RMX5030,8.0,256.0,8GB RAM / 256GB,5G,2025,23999.0,Model-level current/market reference,25-Sep-2026,India price-list cross-check,Model-level price; verify RAM/storage variant
realme,realme,realme P3 Pro 5G,RMX5030,12.0,256.0,12GB RAM / 256GB,5G,2025,23999.0,Model-level current/market reference,25-Sep-2026,India price-list cross-check,Model-level price; verify RAM/storage variant
realme,realme,realme P4 Pro 5G,,8.0,128.0,8GB RAM / 128GB,5G,2025,28899.0,Model-level current/market reference,25-Sep-2026,India price-list cross-check,Model-level price; verify RAM/storage variant
realme,realme,realme P4 Pro 5G,,8.0,256.0,8GB RAM / 256GB,5G,2025,28899.0,Model-level current/market reference,25-Sep-2026,India price-list cross-check,Model-level price; verify RAM/storage variant
realme,realme,realme P4 Pro 5G,,12.0,256.0,12GB RAM / 256GB,5G,2025,28899.0,Model-level current/market reference,25-Sep-2026,India price-list cross-check,Model-level price; verify RAM/storage variant
realme,realme,realme P4s 5G,,8.0,128.0,8GB RAM / 128GB,5G,2026,34999.0,Model-level current/market reference,25-Sep-2026,India price-list cross-check,Model-level price; verify RAM/storage variant
realme,realme,realme P4s 5G,,8.0,256.0,8GB RAM / 256GB,5G,2026,34999.0,Model-level current/market reference,25-Sep-2026,India price-list cross-check,Model-level price; verify RAM/storage variant
realme,realme,realme P4s 5G,,12.0,256.0,12GB RAM / 256GB,5G,2026,34999.0,Model-level current/market reference,25-Sep-2026,India price-list cross-check,Model-level price; verify RAM/storage variant
realme,realme,realme P4x 5G,,6.0,128.0,6GB RAM / 128GB,5G,2026,18999.0,Model-level current/market reference,25-Sep-2026,India price-list cross-check,Model-level price; verify RAM/storage variant
realme,realme,realme P4x 5G,,8.0,128.0,8GB RAM / 128GB,5G,2026,18999.0,Model-level current/market reference,25-Sep-2026,India price-list cross-check,Model-level price; verify RAM/storage variant
realme,realme,realme P4x 5G,,8.0,256.0,8GB RAM / 256GB,5G,2026,18999.0,Model-level current/market reference,25-Sep-2026,India price-list cross-check,Model-level price; verify RAM/storage variant
realme,realme GT,realme GT 7,RMX5061,8.0,256.0,8GB RAM / 256GB,5G,2025,39999.0,Model-level current/market reference,25-Sep-2026,India price-list cross-check,Model-level price; verify RAM/storage variant
realme,realme GT,realme GT 7,RMX5061,12.0,256.0,12GB RAM / 256GB,5G,2025,39999.0,Model-level current/market reference,25-Sep-2026,India price-list cross-check,Model-level price; verify RAM/storage variant
realme,realme GT,realme GT 7,RMX5061,12.0,512.0,12GB RAM / 512GB,5G,2025,39999.0,Model-level current/market reference,25-Sep-2026,India price-list cross-check,Model-level price; verify RAM/storage variant
realme,realme GT,realme GT 7 Pro,RMX5011,12.0,256.0,12GB RAM / 256GB,5G,2024,59999.0,Model-level current/market reference,25-Sep-2026,India price-list cross-check,Model-level price; verify RAM/storage variant
realme,realme GT,realme GT 7 Pro,RMX5011,16.0,512.0,16GB RAM / 512GB,5G,2024,59999.0,Model-level current/market reference,25-Sep-2026,India price-list cross-check,Model-level price; verify RAM/storage variant
realme,realme GT,realme GT 7T,RMX5085,8.0,256.0,8GB RAM / 256GB,5G,2025,34499.0,Verified current listing,25-Sep-2026,Smartprix India price list / model page,Model-level price; verify RAM/storage variant
realme,realme GT,realme GT 7T,RMX5085,12.0,256.0,12GB RAM / 256GB,5G,2025,34499.0,Verified current listing,25-Sep-2026,Smartprix India price list / model page,Model-level price; verify RAM/storage variant
vivo,vivo V,vivo T5 5G,,8.0,128.0,8GB RAM / 128GB,5G,2026,34999.0,Verified current listing,25-Sep-2026,Smartprix India price list / model page,Model-level price; verify RAM/storage variant
vivo,vivo V,vivo T5 5G,,8.0,256.0,8GB RAM / 256GB,5G,2026,34999.0,Verified current listing,25-Sep-2026,Smartprix India price list / model page,Model-level price; verify RAM/storage variant
vivo,vivo V,vivo T5x 5G,,8.0,128.0,8GB RAM / 128GB,5G,2026,27210.0,Model-level current/market reference,25-Sep-2026,India price-list cross-check,Model-level price; verify RAM/storage variant
vivo,vivo V,vivo T5x 5G,,8.0,256.0,8GB RAM / 256GB,5G,2026,27210.0,Model-level current/market reference,25-Sep-2026,India price-list cross-check,Model-level price; verify RAM/storage variant
vivo,vivo V,vivo V50,V2427,8.0,128.0,8GB RAM / 128GB,5G,2025,34999.0,Model-level current/market reference,25-Sep-2026,India price-list cross-check,Model-level price; verify RAM/storage variant
vivo,vivo V,vivo V50,V2427,8.0,256.0,8GB RAM / 256GB,5G,2025,34999.0,Model-level current/market reference,25-Sep-2026,India price-list cross-check,Model-level price; verify RAM/storage variant
vivo,vivo V,vivo V50,V2427,12.0,512.0,12GB RAM / 512GB,5G,2025,34999.0,Model-level current/market reference,25-Sep-2026,India price-list cross-check,Model-level price; verify RAM/storage variant
vivo,vivo V,vivo V60,V2441,8.0,128.0,8GB RAM / 128GB,5G,2025,36999.0,Model-level current/market reference,25-Sep-2026,India price-list cross-check,Model-level price; verify RAM/storage variant
vivo,vivo V,vivo V60,V2441,8.0,256.0,8GB RAM / 256GB,5G,2025,36999.0,Model-level current/market reference,25-Sep-2026,India price-list cross-check,Model-level price; verify RAM/storage variant
vivo,vivo V,vivo V60,V2441,12.0,512.0,12GB RAM / 512GB,5G,2025,36999.0,Model-level current/market reference,25-Sep-2026,India price-list cross-check,Model-level price; verify RAM/storage variant
vivo,vivo V,vivo V60 Pro,V2445,8.0,256.0,8GB RAM / 256GB,5G,2025,49999.0,Model-level current/market reference,25-Sep-2026,India price-list cross-check,Model-level price; verify RAM/storage variant
vivo,vivo V,vivo V60 Pro,V2445,12.0,512.0,12GB RAM / 512GB,5G,2025,49999.0,Model-level current/market reference,25-Sep-2026,India price-list cross-check,Model-level price; verify RAM/storage variant
vivo,vivo V,vivo V80 5G,,8.0,256.0,8GB RAM / 256GB,5G,2026,47999.0,Verified current listing,25-Sep-2026,Smartprix India price list / model page,Model-level price; verify RAM/storage variant
vivo,vivo V,vivo V80 5G,,12.0,512.0,12GB RAM / 512GB,5G,2026,47999.0,Verified current listing,25-Sep-2026,Smartprix India price list / model page,Model-level price; verify RAM/storage variant
vivo,vivo V,vivo V80 Lite 5G,,6.0,128.0,6GB RAM / 128GB,5G,2026,31999.0,Verified current listing,25-Sep-2026,Smartprix India price list / model page,Model-level price; verify RAM/storage variant
vivo,vivo V,vivo V80 Lite 5G,,8.0,256.0,8GB RAM / 256GB,5G,2026,31999.0,Verified current listing,25-Sep-2026,Smartprix India price list / model page,Model-level price; verify RAM/storage variant
vivo,vivo V,vivo Y31T 5G,,8.0,128.0,8GB RAM / 128GB,5G,2026,25999.0,Model-level current/market reference,25-Sep-2026,India price-list cross-check,Model-level price; verify RAM/storage variant
vivo,vivo V,vivo Y31T 5G,,8.0,256.0,8GB RAM / 256GB,5G,2026,25999.0,Model-level current/market reference,25-Sep-2026,India price-list cross-check,Model-level price; verify RAM/storage variant
vivo,vivo V,vivo Y400 Pro,V2343,8.0,128.0,8GB RAM / 128GB,5G,2025,24999.0,Model-level current/market reference,25-Sep-2026,India price-list cross-check,Model-level price; verify RAM/storage variant
vivo,vivo V,vivo Y400 Pro,V2343,8.0,256.0,8GB RAM / 256GB,5G,2025,24999.0,Model-level current/market reference,25-Sep-2026,India price-list cross-check,Model-level price; verify RAM/storage variant
vivo,vivo V,vivo Y500,,8.0,128.0,8GB RAM / 128GB,5G,2026,21999.0,Model-level current/market reference,25-Sep-2026,India price-list cross-check,Model-level price; verify RAM/storage variant
vivo,vivo V,vivo Y500,,8.0,256.0,8GB RAM / 256GB,5G,2026,21999.0,Model-level current/market reference,25-Sep-2026,India price-list cross-check,Model-level price; verify RAM/storage variant
vivo,vivo V,vivo Y600 Pro,,8.0,128.0,8GB RAM / 128GB,5G,2026,29999.0,Model-level current/market reference,25-Sep-2026,India price-list cross-check,Model-level price; verify RAM/storage variant
vivo,vivo V,vivo Y600 Pro,,8.0,256.0,8GB RAM / 256GB,5G,2026,29999.0,Model-level current/market reference,25-Sep-2026,India price-list cross-check,Model-level price; verify RAM/storage variant
vivo,vivo X,vivo X200,V2415,12.0,256.0,12GB RAM / 256GB,5G,2024,59999.0,Verified current listing,25-Sep-2026,Smartprix India price list / model page,Model-level price; verify RAM/storage variant
vivo,vivo X,vivo X200,V2415,16.0,512.0,16GB RAM / 512GB,5G,2024,59999.0,Verified current listing,25-Sep-2026,Smartprix India price list / model page,Model-level price; verify RAM/storage variant
vivo,vivo X,vivo X200 Pro,V2413,16.0,512.0,16GB RAM / 512GB,5G,2024,109999.0,Model-level current/market reference,25-Sep-2026,India price-list cross-check,Model-level price; verify RAM/storage variant
vivo,vivo X,vivo X300,V2515,12.0,256.0,12GB RAM / 256GB,5G,2025,75998.0,Model-level current/market reference,25-Sep-2026,India price-list cross-check,Model-level price; verify RAM/storage variant
vivo,vivo X,vivo X300,V2515,16.0,512.0,16GB RAM / 512GB,5G,2025,75998.0,Model-level current/market reference,25-Sep-2026,India price-list cross-check,Model-level price; verify RAM/storage variant
vivo,vivo X,vivo X300 Pro,V2514,12.0,256.0,12GB RAM / 256GB,5G,2025,119999.0,Model-level current/market reference,25-Sep-2026,India price-list cross-check,Model-level price; verify RAM/storage variant
vivo,vivo X,vivo X300 Pro,V2514,16.0,512.0,16GB RAM / 512GB,5G,2025,119999.0,Model-level current/market reference,25-Sep-2026,India price-list cross-check,Model-level price; verify RAM/storage variant
vivo,vivo X,vivo X300 Ultra,V2552,16.0,512.0,16GB RAM / 512GB,5G,2025,159999.0,Model-level current/market reference,25-Sep-2026,India price-list cross-check,Model-level price; verify RAM/storage variant
vivo,vivo X,vivo X300 Ultra,V2552,16.0,1024.0,16GB RAM / 1024GB,5G,2025,159999.0,Model-level current/market reference,25-Sep-2026,India price-list cross-check,Model-level price; verify RAM/storage variant
vivo,vivo X,vivo X500,,12.0,256.0,12GB RAM / 256GB,5G,2026,79999.0,Verified current listing,25-Sep-2026,Smartprix India price list / model page,Model-level price; verify RAM/storage variant
vivo,vivo X,vivo X500,,16.0,512.0,16GB RAM / 512GB,5G,2026,79999.0,Verified current listing,25-Sep-2026,Smartprix India price list / model page,Model-level price; verify RAM/storage variant
vivo,vivo X,vivo X500,,16.0,1024.0,16GB RAM / 1024GB,5G,2026,79999.0,Verified current listing,25-Sep-2026,Smartprix India price list / model page,Model-level price; verify RAM/storage variant
